GSM1272576_jm01-colq-m1_ATH1-121501_.CEL	GSM1272577_jm02-colq-m2_ATH1-121501_.CEL	GSM1272578_jm03-colq-m4_ATH1-121501_.CEL	GSM1272579_jm04-colq-a1_ATH1-121501_.CEL	GSM1272580_jm05-colq-a2_ATH1-121501_.CEL	GSM1272581_jm06-colq-a3_ATH1-121501_.CEL	GSM1272582_jm07-16-2-m2_ATH1-121501_.CEL	GSM1272583_jm08-16-2-m3_ATH1-121501_.CEL	GSM1272584_jm09-16-2-m4_ATH1-121501_.CEL	GSM1272585_jm10-16-2-a2_ATH1-121501_.CEL	GSM1272586_jm11-16-2-a3_ATH1-121501_.CEL	GSM1272587_jm12-16-2-a4_ATH1-121501_.CEL
262377_at	P	P	P	P	P	P	P	P	P	P	P	P
262378_at	P	P	P	P	P	P	P	P	P	P	P	P
262379_at	P	P	P	P	M	P	P	P	P	P	P	P
262380_at	P	P	P	P	P	P	P	P	P	P	P	P
262381_at	P	P	P	P	P	P	P	P	P	P	P	P
262382_at	P	P	P	P	P	P	P	P	P	P	P	P
262383_at	P	P	P	P	P	P	P	P	P	P	P	P
262384_at	P	M	P	P	P	P	M	P	P	A	A	P
262385_at	A	A	A	A	A	A	A	A	A	A	A	A
262386_at	A	A	A	A	A	A	A	A	A	A	A	A
262387_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262388_at	P	P	P	P	P	P	P	P	P	P	P	P
262389_at	A	A	A	A	A	A	A	A	A	A	A	A
262390_at	P	P	P	P	P	P	P	P	P	P	P	P
262391_at	P	P	P	P	P	P	P	P	P	P	P	P
262392_at	P	P	P	P	P	P	P	P	P	P	P	P
262393_at	P	P	M	P	A	P	M	P	P	A	A	P
262394_at	P	P	P	P	P	P	P	P	P	P	P	P
262395_at	P	P	P	A	P	M	M	P	P	P	P	P
262396_at	P	P	P	P	P	P	P	P	P	P	P	P
262397_at	P	P	P	P	P	P	P	P	P	P	P	P
262398_at	P	P	P	P	P	P	P	P	P	P	P	P
262399_at	P	P	P	P	P	P	P	P	P	P	P	P
262400_at	P	P	P	P	P	P	P	P	P	P	P	P
262401_at	P	P	P	P	P	P	P	P	P	P	P	P
262402_at	P	P	P	P	P	P	P	P	P	P	P	P
262403_s_at	A	A	A	A	A	A	A	A	A	A	A	A
262404_at	A	A	A	A	A	A	A	A	A	A	A	A
262405_at	A	A	A	A	A	A	A	A	A	A	A	A
262406_at	P	P	P	P	P	P	P	P	P	P	P	P
262407_at	P	P	P	P	P	P	P	P	P	P	P	P
262408_at	P	P	P	P	P	P	P	P	P	P	P	P
262409_at	A	A	A	A	A	A	A	A	A	A	A	A
262410_at	P	P	P	P	P	P	P	P	P	P	P	P
262411_at	P	M	P	P	P	P	P	A	P	P	P	P
262412_at	P	P	P	P	P	P	P	P	P	P	P	P
262413_at	P	P	P	P	P	P	P	P	P	P	P	P
262414_at	P	P	P	P	P	P	P	M	P	P	P	P
262415_at	P	P	P	P	P	P	P	P	P	P	P	P
262416_at	P	P	P	P	P	P	P	P	P	P	P	P
262417_at	P	P	P	P	P	P	P	P	P	P	P	P
262418_at	P	P	P	P	P	P	P	P	P	P	P	P
262419_at	P	P	P	P	P	P	P	P	P	P	P	P
262420_at	P	P	P	P	P	P	P	P	P	P	P	P
262421_at	P	P	P	P	P	P	P	P	P	P	P	P
262422_at	P	P	P	P	P	P	P	P	P	P	P	P
262423_at	A	A	A	A	A	A	A	A	A	A	A	A
262424_at	A	A	A	A	A	A	A	A	A	A	A	A
262425_at	A	A	A	A	A	A	A	A	A	A	A	A
262426_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262427_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262428_at	P	P	P	P	P	P	P	P	P	P	P	P
262429_at	A	A	A	A	A	A	A	A	A	A	A	A
262430_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262431_at	A	A	A	A	A	A	A	A	A	A	A	A
262432_at	P	P	P	P	P	P	P	P	P	P	P	P
262433_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262434_at	P	P	P	P	P	P	P	P	P	P	P	P
262435_at	A	A	A	A	A	A	A	A	A	A	A	A
262436_at	A	A	P	A	A	A	P	P	A	P	P	A
262437_at	A	A	A	A	A	A	A	A	A	A	A	A
262438_at	P	P	P	P	P	P	P	P	P	P	P	P
262439_at	A	A	A	A	A	A	A	A	A	A	A	A
262440_at	P	P	P	P	P	P	P	P	P	P	P	P
262441_at	P	P	P	P	P	P	P	P	P	P	P	P
262442_at	P	P	P	P	P	P	P	P	P	P	P	P
262443_at	A	M	P	A	P	A	P	M	P	A	A	M
262444_at	P	P	P	P	P	P	P	P	P	P	P	P
262445_at	A	A	A	A	A	A	A	A	A	A	A	A
262446_at	P	P	P	P	P	P	P	P	P	P	P	P
262447_at	A	A	P	A	A	A	A	A	A	A	A	A
262448_at	A	A	A	A	A	A	A	A	A	A	A	A
262449_at	P	P	P	M	P	A	P	P	P	P	A	P
262450_at	P	P	P	P	P	P	P	P	P	P	P	P
262451_at	P	P	P	P	P	P	P	P	P	P	P	P
262452_at	A	A	A	A	A	A	A	A	A	A	A	A
262453_at	P	P	P	P	P	P	P	P	P	P	P	P
262454_at	P	P	P	P	P	P	P	P	P	P	P	P
262455_at	P	P	P	P	P	P	P	P	P	P	P	P
262456_at	P	P	P	P	P	P	P	P	P	P	P	P
262457_at	P	P	P	P	P	P	P	P	P	P	P	P
262458_at	P	P	P	P	P	P	P	P	P	P	P	P
262459_at	P	P	P	P	P	P	P	P	P	P	P	P
262460_s_at	P	P	P	M	P	M	P	P	P	P	A	P
262461_at	P	P	P	P	P	P	P	P	P	P	P	P
262462_at	P	A	A	P	P	A	P	P	A	A	A	P
262463_at	A	A	P	P	P	A	A	A	P	A	A	M
262464_at	A	A	A	A	A	A	A	A	A	A	A	A
262465_at	A	A	A	A	A	A	A	A	P	P	A	M
262466_at	P	P	P	P	M	A	P	P	P	P	P	P
262467_at	P	P	P	P	P	P	P	P	P	P	P	P
262468_at	P	P	P	P	P	P	P	P	P	P	P	P
262469_s_at	A	A	A	A	A	A	P	A	A	A	A	A
262470_at	A	A	A	A	A	A	M	A	P	A	A	A
262471_at	P	A	A	A	M	P	A	P	M	P	A	P
262472_at	A	A	A	A	A	A	A	A	A	A	A	A
262473_at	P	P	P	P	P	P	P	P	P	P	P	P
262474_at	A	A	A	A	A	A	A	A	A	A	A	A
262475_at	A	A	A	A	A	A	A	A	A	A	A	A
262476_at	P	P	P	P	P	P	P	P	P	P	P	P
262477_at	A	A	A	A	M	A	A	P	A	A	A	A
262478_at	P	P	P	P	P	P	P	P	P	P	P	P
262479_at	A	A	A	A	A	A	A	M	A	A	A	A
262480_at	P	A	A	M	A	A	P	A	A	P	A	A
262481_at	P	P	P	P	P	P	P	P	P	P	P	P
262482_at	P	P	P	P	P	P	P	P	P	P	P	P
262483_at	P	P	P	P	P	P	P	P	P	P	P	P
262484_at	P	P	P	P	P	P	P	P	P	P	P	P
262485_at	P	P	P	P	P	M	P	P	P	P	A	M
262486_at	P	P	P	P	P	P	P	P	P	P	P	P
262487_at	P	P	P	P	P	P	P	P	P	P	P	P
262488_at	P	P	P	P	P	P	P	P	P	P	P	P
262489_at	M	M	P	P	P	P	P	P	P	P	P	P
262490_at	P	P	P	P	P	P	P	P	P	P	P	P
262491_at	A	P	P	P	A	P	P	M	P	P	P	P
262492_at	P	P	P	P	P	P	P	P	P	P	P	P
262493_at	P	P	P	P	P	P	P	P	P	P	P	P
262494_at	A	A	A	M	M	A	A	A	A	A	A	A
262495_at	P	P	P	P	P	P	P	P	P	P	P	P
262496_at	P	P	P	P	P	P	P	P	P	P	P	P
262497_at	P	P	P	P	P	P	P	P	P	P	P	P
262498_at	P	P	P	P	P	P	P	P	P	P	P	P
262499_at	P	P	P	P	P	P	P	P	P	P	P	P
262500_at	P	P	P	P	P	P	P	P	P	P	P	P
262501_at	P	P	P	P	P	P	P	P	P	P	P	P
262502_at	P	P	P	P	P	P	P	P	P	P	P	P
262503_at	P	P	P	P	P	P	P	P	P	P	P	P
262504_at	P	P	P	P	P	P	P	P	P	P	P	P
262505_at	P	P	P	P	P	P	P	P	P	P	P	P
262506_at	P	P	P	P	P	P	P	P	P	P	P	P
262507_at	P	P	P	P	P	P	P	P	P	P	P	P
262508_at	A	A	A	M	A	A	P	A	P	A	A	A
262509_at	A	A	A	A	A	A	A	A	A	A	A	A
262510_at	P	P	P	P	P	P	P	P	P	P	P	P
262511_at	A	A	A	A	A	A	A	A	A	A	A	A
262512_at	P	P	P	P	P	P	P	P	P	P	P	P
262513_at	P	P	P	P	P	P	P	P	P	P	P	P
262514_at	P	P	P	P	P	P	P	P	P	P	P	P
262515_at	P	P	P	P	P	P	P	P	P	P	P	P
262516_at	P	P	P	P	P	P	P	P	P	P	P	P
262517_at	P	P	P	P	P	P	P	P	P	P	P	P
262518_at	P	P	P	P	P	P	P	P	P	P	P	P
262519_at	P	P	P	P	P	P	P	P	P	P	P	P
262520_at	A	A	A	A	A	A	A	A	A	A	A	A
262521_at	P	P	P	P	P	P	P	P	P	P	P	P
262522_at	P	P	P	P	P	P	P	P	P	P	P	P
262523_at	P	P	P	P	P	P	P	P	P	P	P	P
262524_at	P	P	P	P	P	P	P	P	P	P	P	P
262525_at	P	P	P	P	P	P	P	P	P	P	P	P
262526_at	P	P	P	P	P	P	P	P	P	P	P	P
262527_at	A	A	A	A	A	A	A	A	A	A	A	A
262528_at	A	P	M	P	A	P	P	A	M	A	A	P
262529_at	P	P	M	A	P	A	M	A	A	A	A	M
262530_at	P	P	P	A	P	P	P	P	A	A	A	P
262531_at	A	P	A	P	A	P	P	A	A	P	A	P
262532_at	P	P	P	P	P	P	P	P	P	P	P	P
262533_at	P	P	P	P	P	P	P	P	P	P	P	P
262534_at	A	A	A	A	A	A	P	A	A	A	A	A
262535_at	A	A	A	A	A	A	A	A	A	A	A	A
262536_at	P	P	P	P	P	P	P	P	P	P	P	P
262537_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262538_at	P	P	P	P	P	P	P	P	P	P	P	P
262539_at	P	P	P	P	P	P	P	P	P	P	P	P
262540_at	P	P	P	P	P	P	P	P	P	P	P	P
262541_at	A	A	A	A	A	A	A	A	A	A	A	A
262542_at	P	P	P	P	P	P	P	P	P	P	A	P
262543_at	A	P	P	P	P	P	P	A	A	P	P	P
262544_at	P	P	P	P	P	P	P	P	P	P	P	P
262545_at	A	A	A	A	A	A	A	A	A	A	A	A
262546_at	A	A	A	A	A	A	A	A	A	A	A	A
262547_at	A	A	A	A	A	A	A	A	A	A	A	A
262548_at	A	P	P	P	P	P	P	P	P	P	M	P
262549_at	A	A	A	M	P	P	M	A	A	A	A	A
262550_at	P	P	A	P	P	P	P	P	A	P	P	P
262551_at	P	P	P	P	P	P	P	P	P	P	P	P
262552_at	P	P	P	P	P	P	P	P	P	P	P	P
262553_at	P	P	P	P	P	P	P	P	P	P	P	P
262554_at	A	A	A	A	A	A	A	A	A	A	A	A
262555_at	A	A	A	A	A	A	A	A	A	A	A	A
262556_at	A	A	A	A	A	A	A	A	A	A	A	A
262557_at	P	P	P	P	P	P	P	P	P	P	P	P
262558_at	P	P	P	P	P	P	P	P	P	P	P	P
262559_at	P	P	P	P	P	P	P	P	P	P	P	P
262560_at	P	A	A	A	A	M	A	A	A	A	P	M
262561_at	P	P	P	P	P	P	P	P	P	P	P	P
262562_at	P	P	P	P	P	P	P	P	P	P	P	P
262563_at	P	P	P	P	P	P	P	P	P	P	P	P
262564_at	A	A	A	A	A	A	A	A	A	A	A	A
262565_at	P	P	P	P	P	P	P	P	P	P	P	P
262566_at	P	P	P	P	P	P	P	P	P	P	P	P
262567_at	P	P	P	P	P	P	P	P	P	P	P	P
262568_at	A	A	A	A	A	A	A	A	A	A	A	A
262569_at	P	P	P	P	P	P	P	M	P	P	P	P
262570_at	P	P	P	P	P	P	P	P	P	P	P	P
262571_at	P	P	P	P	P	P	P	P	P	P	P	P
262572_at	P	P	P	P	P	P	P	P	P	P	P	P
262573_at	P	P	P	P	P	P	P	P	P	P	P	P
262574_at	P	P	P	P	P	P	P	P	P	P	P	P
262575_at	P	P	P	P	P	P	P	P	P	P	P	P
262576_at	P	P	P	P	P	P	P	P	P	P	P	P
262577_at	P	P	P	P	P	P	P	P	P	P	P	P
262578_at	A	M	P	P	A	A	A	P	A	A	A	P
262579_at	A	A	A	A	A	A	A	A	M	A	A	P
262580_at	P	P	P	P	P	P	P	P	P	P	P	P
262581_at	P	P	P	P	P	P	P	P	P	P	P	P
262582_at	P	P	P	P	P	P	P	P	P	P	P	P
262583_at	P	P	P	P	P	P	P	P	P	P	P	P
262584_at	P	P	P	P	P	P	P	P	P	P	P	P
262585_at	A	A	P	A	A	A	A	A	P	A	A	A
262586_at	P	P	P	P	P	M	P	P	P	P	P	P
262587_at	P	P	P	P	P	P	P	P	P	P	P	P
262588_at	P	P	P	P	P	P	P	P	P	P	P	P
262589_s_at	A	A	P	A	A	A	A	A	P	A	A	A
262590_at	P	P	P	P	P	P	P	P	P	P	P	P
262591_at	P	P	P	P	P	P	P	P	P	P	P	P
262592_at	P	P	P	P	P	P	P	P	P	P	P	P
262593_at	P	P	P	P	P	P	P	P	P	P	P	P
262594_at	P	P	P	P	P	P	P	P	P	P	P	P
262595_at	A	A	A	A	A	A	A	A	A	A	A	A
262596_at	A	A	P	P	A	A	A	A	P	P	A	P
262597_at	P	P	P	P	P	P	P	P	P	P	P	P
262598_at	P	A	M	P	P	P	P	A	A	P	A	P
262599_at	P	P	P	P	P	P	P	P	P	P	P	P
262600_at	P	P	P	P	P	P	P	P	P	P	P	P
262601_at	P	P	P	P	P	P	P	P	P	P	P	P
262602_at	P	P	P	P	P	P	P	P	P	P	P	P
262603_at	P	P	P	P	P	P	P	P	P	P	P	P
262604_at	P	P	P	P	P	P	P	P	P	P	P	P
262605_at	P	P	P	P	P	P	P	P	P	P	P	P
262606_at	A	A	A	A	A	A	A	A	A	A	A	A
262607_at	P	P	P	P	P	P	P	P	P	P	P	P
262608_at	P	P	P	P	P	P	P	P	P	P	P	P
262609_at	P	P	P	P	P	P	P	P	P	P	P	P
262610_at	P	P	P	P	P	P	P	P	P	P	P	P
262611_at	P	P	P	P	P	P	P	P	P	P	P	P
262612_at	P	P	P	P	P	P	P	P	P	P	P	P
262613_at	P	P	P	P	P	P	P	P	P	P	P	P
262614_at	P	P	P	P	P	P	P	P	P	P	P	P
262615_at	P	P	P	P	P	P	P	P	P	P	P	P
262616_at	P	P	P	P	P	P	P	P	P	P	P	P
262617_at	P	P	P	P	P	P	P	P	P	P	P	P
262618_at	P	P	P	P	P	P	P	P	P	P	P	P
262619_at	P	P	P	P	P	P	P	P	P	P	P	P
262620_at	A	A	A	A	A	A	A	A	A	A	A	A
262621_at	P	P	P	P	P	P	P	P	P	P	P	P
262622_at	P	P	P	P	P	P	P	P	P	P	P	P
262623_at	P	P	P	P	P	P	P	P	P	P	P	P
262624_at	P	P	P	P	P	P	P	P	P	P	P	P
262625_at	A	P	A	A	P	P	A	P	P	A	P	P
262626_at	P	P	P	P	P	P	P	P	P	P	P	P
262627_at	A	A	P	A	A	A	A	A	M	P	P	P
262628_at	P	P	P	P	P	P	P	P	P	P	P	P
262629_at	P	P	P	P	P	P	P	P	P	P	P	P
262630_at	A	A	P	A	P	A	A	A	P	A	A	A
262631_at	P	P	P	P	P	P	P	P	P	P	P	P
262632_at	P	P	P	P	P	P	P	P	P	P	P	P
262633_at	P	P	P	P	P	P	P	P	P	P	P	P
262634_at	P	P	P	P	P	P	P	P	P	P	P	P
262635_at	P	P	P	P	P	P	P	P	P	P	P	P
262636_at	P	P	P	P	P	P	P	P	P	P	P	P
262637_at	P	P	P	P	P	P	P	P	P	P	P	P
262638_at	P	P	P	P	P	P	P	P	P	P	P	P
262639_at	P	P	P	P	P	P	P	P	P	P	P	P
262640_at	P	P	P	P	P	P	P	P	P	P	P	P
262641_at	P	P	P	P	P	P	P	P	P	P	P	P
262642_at	A	A	A	A	A	A	M	A	A	A	A	A
262643_at	P	P	P	P	P	P	P	P	P	P	P	P
262644_at	P	P	P	P	P	P	P	P	P	P	P	P
262645_at	P	P	P	P	P	P	P	P	P	P	P	P
262646_at	P	P	P	P	P	P	P	P	P	P	P	P
262647_at	M	P	P	P	P	P	P	P	P	P	P	P
262648_at	P	P	P	P	P	P	P	M	P	P	P	P
262649_at	P	P	P	P	P	P	P	P	P	P	P	P
262650_at	P	P	P	P	P	P	P	P	P	P	P	P
262651_at	A	A	A	A	A	A	A	A	A	A	A	A
262652_at	A	A	A	A	A	A	A	A	A	A	A	A
262653_at	P	P	P	P	P	P	P	P	P	P	P	P
262654_at	A	A	A	A	A	A	A	A	P	A	A	A
262655_s_at	P	P	P	P	P	A	P	P	P	P	P	P
262656_at	P	P	P	P	P	P	P	P	P	P	P	P
262657_at	P	P	P	P	P	P	P	P	P	P	P	P
262658_at	P	P	P	P	P	P	P	P	P	P	P	P
262659_at	P	P	P	P	P	P	P	P	P	P	P	P
262660_at	P	P	P	P	P	P	P	P	P	P	P	P
262661_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262662_at	P	P	P	P	P	P	P	P	P	P	P	P
262663_at	P	P	P	P	P	P	P	P	P	P	P	P
262664_at	P	P	P	P	P	P	P	P	P	P	P	P
262665_at	P	P	P	P	P	P	P	P	P	P	P	P
262666_at	P	P	P	P	P	P	P	P	P	P	P	P
262667_at	P	P	P	P	P	P	P	P	P	P	P	P
262668_at	P	P	P	P	P	P	P	P	P	P	P	P
262669_at	P	P	P	P	P	P	P	P	P	P	P	P
262670_s_at	A	A	A	A	A	A	A	A	A	A	A	A
262671_at	P	P	P	P	P	P	P	P	P	P	P	P
262672_at	P	P	P	P	P	P	P	P	P	P	P	P
262673_at	P	P	P	P	P	P	P	P	P	P	P	P
262674_at	A	A	A	A	A	A	A	A	A	A	A	A
262675_at	A	A	A	A	A	A	A	A	A	A	A	A
262676_at	P	P	P	P	P	P	P	P	P	P	P	P
262677_at	P	P	P	P	P	P	P	P	P	P	P	P
262678_at	P	P	P	P	P	P	P	P	P	P	P	P
262679_at	A	A	A	P	A	A	P	A	A	A	A	A
262680_at	A	M	M	P	M	P	P	A	P	P	A	P
262681_at	A	A	A	A	A	A	A	A	A	A	A	A
262682_at	P	P	P	P	P	P	P	P	P	P	P	P
262683_at	A	A	A	A	A	A	A	A	A	A	A	A
262684_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262685_at	P	P	P	P	P	P	P	P	P	P	P	P
262686_at	P	P	P	P	P	P	P	P	P	P	P	P
262687_at	A	A	A	A	A	A	A	A	A	A	A	A
262688_at	A	A	A	A	A	A	A	A	A	P	A	A
262689_at	A	A	A	A	A	A	A	A	A	A	A	A
262690_at	A	A	A	A	A	A	A	A	A	A	A	A
262691_at	P	P	P	P	P	P	P	P	P	P	P	P
262692_at	A	A	A	A	A	A	A	A	A	A	A	A
262693_at	P	P	P	P	P	P	P	P	P	P	P	P
262694_at	P	P	P	P	P	P	P	P	P	P	P	P
262695_at	P	P	P	P	P	P	P	P	P	P	P	P
262696_at	A	A	A	A	A	A	A	A	A	A	A	A
262697_at	A	A	M	A	A	A	A	A	A	A	A	A
262698_at	M	M	A	A	P	A	P	A	A	P	A	P
262699_at	P	P	P	P	P	P	P	P	P	P	P	P
262700_at	P	P	P	P	P	P	P	P	P	P	P	P
262701_at	A	A	A	A	A	A	A	A	A	A	P	A
262702_at	M	P	P	M	P	P	P	P	P	P	P	P
262703_at	P	P	P	P	P	P	P	P	P	P	P	P
262704_at	A	A	A	A	A	A	A	A	A	A	A	A
262705_at	P	P	P	P	P	P	P	P	P	P	M	P
262706_at	P	P	P	P	P	P	P	P	P	P	P	P
262707_at	P	P	P	P	A	P	P	P	P	P	P	P
262708_at	P	P	P	P	P	P	P	P	P	P	P	P
262709_at	P	P	P	P	P	P	P	P	P	P	P	P
262710_at	P	P	P	P	P	P	P	P	P	P	P	P
262711_at	P	P	A	P	P	P	P	P	P	P	P	P
262712_at	P	P	P	P	P	P	P	P	P	P	P	P
262713_at	P	P	P	P	P	P	P	P	P	P	P	P
262714_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262715_at	A	A	P	A	M	A	A	M	P	A	A	A
262716_at	P	P	P	P	P	P	P	P	P	P	P	P
262717_s_at	A	A	P	M	P	P	P	P	P	P	P	P
262718_at	A	A	A	A	A	A	A	A	A	A	A	A
262719_at	A	A	A	A	A	A	A	A	A	A	A	A
262720_s_at	A	A	A	A	A	A	A	M	A	P	A	A
262721_at	P	P	P	P	P	P	P	P	P	P	P	P
262722_at	P	P	P	P	P	P	P	P	P	P	P	P
262723_at	A	A	A	A	A	A	A	A	A	A	A	A
262724_s_at	A	A	A	A	A	A	A	A	A	A	A	A
262725_at	P	P	P	P	P	P	P	P	P	P	P	P
262726_at	A	A	A	A	A	A	A	A	A	A	A	A
262727_at	P	P	P	P	P	P	P	P	P	P	P	P
262728_at	P	P	P	P	P	P	P	P	P	P	P	P
262729_at	P	P	P	P	P	P	P	P	P	P	P	P
262730_at	P	P	P	P	P	P	P	P	P	P	P	P
262731_at	P	A	A	A	A	A	P	A	P	A	A	P
262732_at	A	A	P	A	A	A	A	M	A	A	A	A
262733_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262734_at	A	A	A	A	A	A	A	A	A	A	A	A
262735_at	A	A	A	A	A	A	A	A	A	A	A	A
262736_at	P	P	P	P	P	P	P	P	P	P	P	P
262737_at	P	P	P	P	P	P	P	P	P	P	P	P
262738_at	M	A	P	P	M	P	P	P	P	P	P	P
262739_at	A	A	A	A	A	A	A	A	A	A	A	A
262740_at	A	A	A	A	A	A	M	A	A	A	A	A
262741_at	P	P	P	P	P	P	P	P	P	P	P	P
262742_at	A	A	A	A	A	A	A	A	A	A	A	A
262743_at	P	P	P	P	P	P	P	P	P	P	P	P
262744_at	P	P	P	P	P	P	P	P	P	P	P	P
262745_at	P	P	P	P	P	P	P	P	P	P	P	P
262746_at	P	P	P	P	P	P	P	P	P	P	P	P
262747_at	P	P	P	P	P	P	P	P	P	P	P	P
262748_at	A	A	M	P	A	A	P	A	A	A	A	A
262749_at	P	P	P	P	P	P	P	P	P	P	P	P
262750_at	A	A	A	A	M	A	P	A	A	P	P	P
262751_at	P	P	P	P	P	P	P	P	P	P	P	P
262752_at	P	P	P	P	P	P	P	P	P	P	P	P
262753_at	P	P	P	P	P	P	P	P	P	P	P	P
262754_at	P	P	P	P	P	P	P	P	P	P	P	P
262755_at	M	A	M	M	A	P	A	M	M	P	M	P
262756_at	P	P	P	P	P	P	P	P	P	P	P	P
262757_at	A	A	A	A	A	A	A	A	A	A	A	A
262758_at	P	P	P	P	P	P	P	P	P	P	P	P
262759_at	P	P	P	P	P	A	P	P	P	A	P	P
262760_at	P	P	P	P	P	P	P	P	P	P	P	P
262761_at	P	P	P	P	P	P	P	P	P	P	P	P
262762_at	P	P	P	P	P	P	P	P	P	P	P	P
262763_at	A	A	A	A	A	A	A	A	A	A	A	A
262764_at	A	A	A	A	A	A	A	A	A	A	A	A
262765_at	A	A	A	A	A	A	A	A	A	A	A	A
262766_at	P	P	P	P	P	P	P	P	P	P	P	P
262767_at	P	P	P	P	P	P	P	P	P	P	P	P
262768_at	P	A	P	P	P	P	P	A	P	A	A	P
262769_at	P	P	P	P	P	P	P	P	P	P	P	P
262770_at	P	P	P	P	P	P	P	P	P	P	P	P
262771_at	A	A	A	A	A	A	A	A	A	A	A	A
262772_at	P	P	P	P	P	P	P	P	P	P	P	P
262773_at	P	P	P	P	P	P	P	P	P	P	M	P
262774_at	A	M	A	A	A	A	A	A	A	A	A	A
262775_at	P	P	P	P	P	P	P	P	P	P	P	P
262776_at	P	P	P	P	P	P	P	P	P	P	P	P
262777_at	P	P	P	P	P	P	P	P	P	P	P	P
262778_at	P	M	P	M	P	P	A	P	P	P	M	M
262779_at	A	A	A	A	A	A	A	A	A	A	A	A
262780_at	P	P	P	P	P	P	P	P	P	A	P	P
262781_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262782_at	P	P	P	P	P	P	P	P	P	P	P	P
262783_at	P	P	P	P	P	P	P	P	P	P	P	P
262784_at	P	P	P	P	P	P	P	P	P	P	P	P
262785_at	A	M	P	M	P	A	P	P	P	P	P	A
262786_at	P	P	P	P	P	P	P	P	P	P	P	P
262787_at	P	P	P	P	P	P	P	P	P	P	P	P
262788_at	A	A	A	A	A	A	A	A	A	A	A	A
262789_at	P	P	P	A	A	A	A	P	P	A	P	M
262790_at	P	P	P	P	P	P	P	P	P	P	P	P
262791_at	P	P	P	P	P	P	P	P	P	P	P	P
262792_at	P	A	A	A	A	A	M	A	A	P	A	A
262793_at	P	P	P	P	P	P	P	P	P	P	P	P
262794_at	P	P	P	P	P	P	P	P	P	P	P	P
262795_at	P	M	P	P	M	A	A	A	P	M	A	A
262796_at	P	P	P	P	P	P	P	P	P	P	P	P
262797_at	P	P	P	P	P	P	P	P	P	P	P	P
262798_at	P	P	P	P	P	P	P	P	P	P	P	P
262799_at	A	A	A	A	A	A	A	A	A	A	A	A
262800_at	P	P	P	P	P	P	P	P	P	P	P	P
262801_at	P	P	P	P	P	P	P	P	P	P	P	P
262802_at	P	P	P	P	P	P	P	P	P	P	P	P
262803_at	P	P	P	P	P	P	P	P	P	P	P	P
262804_at	P	P	P	P	P	P	P	P	P	P	P	P
262805_at	P	P	P	P	P	P	P	P	P	P	P	P
262806_at	P	P	P	P	P	P	P	P	P	P	P	P
262807_at	P	P	P	M	M	M	P	P	P	P	M	P
262808_at	A	P	P	A	P	A	M	M	A	A	M	P
262809_at	P	P	P	P	P	P	P	P	P	P	P	P
262810_at	A	A	P	A	A	A	A	A	P	A	A	M
262811_at	A	A	A	P	P	P	P	A	P	P	M	A
262812_at	A	A	A	A	A	A	A	A	A	A	A	A
262813_at	P	P	P	P	P	P	P	P	P	P	P	P
262814_at	P	P	P	P	P	P	P	P	P	P	P	P
262815_at	A	A	A	A	A	A	A	A	A	A	A	A
262816_at	P	P	P	P	P	P	P	P	P	P	P	P
262817_at	A	A	A	A	A	A	A	A	A	A	A	A
262818_at	P	P	P	P	P	P	P	P	P	P	P	P
262819_at	P	M	A	M	M	A	P	P	P	A	M	P
262820_at	P	P	P	P	P	P	P	P	P	P	P	P
262821_at	P	P	P	P	P	P	P	P	P	P	P	P
262822_at	P	P	P	P	P	P	P	P	P	P	P	P
262823_at	P	P	P	P	P	P	P	P	P	P	P	P
262824_at	P	P	P	P	P	P	P	P	P	P	P	P
262825_at	P	P	P	P	P	P	P	P	P	P	P	P
262826_at	P	P	P	P	P	P	P	P	P	P	P	P
262827_at	P	P	P	P	P	P	P	P	P	P	P	P
262828_at	M	A	P	A	A	P	M	A	A	A	A	A
262829_at	M	P	P	P	P	P	P	P	P	P	P	P
262830_at	A	A	M	P	P	P	P	A	M	P	P	P
262831_at	P	P	P	P	P	P	P	P	P	P	P	P
262832_s_at	P	P	P	P	P	P	P	P	P	P	P	P
262833_at	A	A	P	M	A	A	P	P	P	A	A	A
262834_at	P	P	A	M	M	A	P	P	M	A	A	P
262835_at	A	A	A	A	A	A	A	A	M	A	A	A
262836_at	A	A	P	M	P	A	P	A	A	A	A	M
262837_at	P	P	P	P	P	P	P	P	P	P	P	P
262838_at	P	P	P	P	P	P	P	P	P	P	P	P
262839_at	A	M	P	A	P	M	P	P	P	P	P	P
262840_at	P	P	P	P	P	P	P	P	P	P	P	P
262841_at	P	P	P	P	P	P	P	P	P	P	P	P
262842_at	P	P	P	P	P	P	P	P	P	P	P	P
262843_at	A	A	A	A	A	A	A	A	A	A	A	A
262844_at	P	P	P	P	P	P	P	P	P	P	P	P
